Participant,Pair,Variation 1 Name,Image Rank 1 Result,Variation 2 Name,Image Rank 2 Result
Participant 80,26,Red|None|Handwritten,0,Blue|Image|Handwritten,1
Participant 80,27,Green|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 80,28,Red|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 80,29,Red|Image|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 80,30,Green|Illustration|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 80,31,Green|Image|Serif,0,Blue|None|Serif,1
Participant 80,32,Blue|Illustration|Handwritten,1,Green|Illustration|Sans-Serif,0
Participant 80,33,Green|None|Handwritten,1,Green|Image|Serif,0
Participant 80,34,Red|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 79,0,Blue|None|Serif,1,Green|Illustration|Handwritten,0
Participant 79,1,Blue|Illustration|Serif,0,Blue|None|Sans-Serif,1
Participant 79,2,Blue|Image|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 79,3,Green|None|Handwritten,1,Blue|None|Serif,0
Participant 79,4,Green|Illustration|Serif,1,Red|Image|Sans-Serif,0
Participant 79,5,Red|None|Serif,1,Green|Image|Sans-Serif,0
Participant 79,6,Green|None|Serif,1,Green|Illustration|Serif,0
Participant 79,7,Green|Image|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 79,8,Red|Illustration|Sans-Serif,1,Green|Image|Handwritten,0
Participant 79,9,Green|None|Serif,1,Red|Image|Serif,0
Participant 79,10,Green|Image|Sans-Serif,0,Red|None|Sans-Serif,1
Participant 79,11,Blue|Image|Sans-Serif,0,Red|Illustration|Handwritten,1
Participant 79,12,Green|Image|Handwritten,0,Blue|None|Handwritten,1
Participant 79,13,Blue|None|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 79,14,Green|None|Handwritten,1,Red|None|Serif,0
Participant 79,15,Red|Illustration|Sans-Serif,0,Green|None|Handwritten,1
Participant 79,16,Blue|Illustration|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 79,17,Blue|None|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 79,18,Green|Image|Serif,0,Red|None|Serif,1
Participant 79,19,Red|Image|Serif,0,Red|Illustration|Serif,1
Participant 79,20,Red|Illustration|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 79,21,Blue|None|Handwritten,1,Red|Illustration|Handwritten,0
Participant 79,22,Green|Image|Handwritten,0,Red|None|Sans-Serif,1
Participant 79,23,Green|Illustration|Serif,0,Red|None|Serif,1
Participant 79,24,Blue|Image|Handwritten,0,Green|Image|Serif,1
Participant 79,25,Blue|Illustration|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 79,26,Blue|None|Sans-Serif,1,Red|None|Handwritten,0
Participant 79,27,Red|Illustration|Handwritten,0,Red|None|Sans-Serif,1
Participant 79,28,Green|Illustration|Serif,1,Red|Image|Serif,0
Participant 79,29,Green|Image|Serif,0,Green|Illustration|Serif,1
Participant 79,30,Red|Illustration|Handwritten,0,Red|None|Handwritten,1
Participant 79,31,Red|Illustration|Handwritten,1,Red|Illustration|Serif,0
Participant 79,32,Blue|Illustration|Sans-Serif,1,Green|Image|Sans-Serif,0
Participant 79,33,Blue|None|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 79,34,Red|None|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 77,0,Red|None|Sans-Serif,0,Green|Image|Handwritten,1
Participant 77,1,Blue|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 77,2,Green|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 77,3,Blue|Illustration|Serif,1,Red|None|Handwritten,0
Participant 77,4,Blue|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 77,5,Blue|Image|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 77,6,Red|Illustration|Sans-Serif,0,Green|Image|Serif,1
Participant 77,7,Blue|Illustration|Handwritten,0,Green|Illustration|Handwritten,1
Participant 77,8,Red|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 77,9,Green|None|Serif,0,Green|None|Handwritten,1
Participant 77,10,Blue|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 77,11,Green|Illustration|Serif,1,Blue|Image|Sans-Serif,0
Participant 77,12,Blue|None|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 77,13,Blue|Image|Serif,1,Blue|None|Sans-Serif,0
Participant 77,14,Green|Illustration|Handwritten,1,Green|None|Handwritten,0
Participant 77,15,Green|None|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 77,16,Green|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 77,17,Green|Illustration|Handwritten,0,Green|Image|Sans-Serif,1
Participant 77,18,Blue|Image|Serif,0,Green|None|Handwritten,1
Participant 77,19,Blue|Image|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 77,20,Red|Image|Sans-Serif,0,Red|Image|Handwritten,1
Participant 77,21,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 77,22,Green|None|Serif,0,Green|None|Sans-Serif,1
Participant 77,23,Blue|Image|Handwritten,1,Green|Illustration|Sans-Serif,0
Participant 77,24,Red|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 77,25,Green|Image|Sans-Serif,1,Red|None|Serif,0
Participant 77,26,Green|None|Handwritten,0,Green|Illustration|Serif,1
Participant 77,27,Green|None|Handwritten,0,Green|Image|Handwritten,1
Participant 77,28,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 77,29,Green|None|Sans-Serif,1,Red|Illustration|Serif,0
Participant 77,30,Red|Image|Sans-Serif,0,Blue|None|Handwritten,1
Participant 77,31,Blue|None|Sans-Serif,0,Green|None|Handwritten,1
Participant 77,32,Green|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 77,33,Red|None|Handwritten,0,Green|Illustration|Handwritten,1
Participant 77,34,Blue|Image|Handwritten,1,Blue|Illustration|Serif,0
Participant 76,0,Green|Image|Handwritten,1,Green|None|Serif,0
Participant 76,1,Green|Image|Serif,1,Red|None|Serif,0
Participant 76,2,Green|None|Serif,0,Blue|Image|Sans-Serif,1
Participant 76,3,Green|None|Serif,0,Red|Illustration|Handwritten,1
Participant 76,4,Red|Image|Handwritten,1,Green|None|Sans-Serif,0
Participant 76,5,Green|None|Serif,1,Blue|None|Handwritten,0
Participant 76,6,Red|Image|Serif,1,Green|None|Serif,0
Participant 76,7,Blue|Image|Serif,1,Blue|None|Sans-Serif,0
Participant 76,8,Blue|Illustration|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 76,9,Red|Image|Serif,0,Green|Image|Sans-Serif,1
Participant 76,10,Blue|None|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 76,11,Blue|Image|Serif,1,Green|None|Handwritten,0
Participant 76,12,Blue|Illustration|Sans-Serif,0,Green|Illustration|Serif,1
Participant 76,13,Green|None|Sans-Serif,0,Green|Image|Handwritten,1
Participant 76,14,Red|None|Sans-Serif,0,Red|None|Handwritten,1
Participant 76,15,Red|Image|Handwritten,1,Blue|Illustration|Serif,0
Participant 76,16,Red|Illustration|Sans-Serif,1,Blue|None|Handwritten,0
Participant 76,17,Blue|Image|Handwritten,1,Green|Illustration|Serif,0
Participant 76,18,Green|Illustration|Serif,0,Blue|Image|Sans-Serif,1
Participant 76,19,Green|Illustration|Sans-Serif,0,Red|None|Handwritten,1
Participant 76,20,Red|Image|Handwritten,1,Green|None|Serif,0
Participant 76,21,Green|Image|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 76,22,Red|None|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 76,23,Red|Illustration|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 76,24,Blue|Illustration|Handwritten,1,Red|Illustration|Handwritten,0
Participant 76,25,Green|Image|Sans-Serif,1,Green|None|Serif,0
Participant 76,26,Red|None|Handwritten,1,Red|None|Serif,0
Participant 76,27,Blue|None|Sans-Serif,0,Red|Illustration|Serif,1
Participant 76,28,Blue|Illustration|Handwritten,1,Blue|None|Sans-Serif,0
Participant 76,29,Green|Illustration|Serif,0,Green|Illustration|Handwritten,1
Participant 76,30,Blue|None|Sans-Serif,0,Red|Image|Sans-Serif,1
Participant 76,31,Red|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 76,32,Red|None|Sans-Serif,0,Red|Image|Sans-Serif,1
Participant 76,33,Blue|Illustration|Serif,1,Green|None|Serif,0
Participant 76,34,Blue|Illustration|Handwritten,0,Red|Image|Serif,1
Participant 75,0,Green|Illustration|Handwritten,1,Red|Image|Handwritten,0
Participant 75,1,Blue|Illustration|Serif,1,Blue|Image|Handwritten,0
Participant 75,2,Green|None|Sans-Serif,1,Red|None|Serif,0
Participant 75,3,Green|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 75,4,Red|None|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 75,5,Red|None|Serif,0,Blue|None|Handwritten,1
Participant 75,6,Blue|Illustration|Handwritten,1,Green|Image|Serif,0
Participant 75,7,Green|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 75,8,Green|Illustration|Serif,1,Blue|Image|Serif,0
Participant 75,9,Green|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 75,10,Blue|Illustration|Handwritten,1,Red|Image|Sans-Serif,0
Participant 75,11,Red|Illustration|Serif,0,Blue|None|Sans-Serif,1
Participant 75,12,Blue|Image|Serif,0,Green|None|Serif,1
Participant 75,13,Green|Illustration|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 75,14,Blue|Illustration|Handwritten,0,Blue|None|Sans-Serif,1
Participant 75,15,Red|None|Handwritten,0,Blue|None|Handwritten,1
Participant 75,16,Blue|None|Handwritten,1,Green|None|Sans-Serif,0
Participant 75,17,Red|Illustration|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 75,18,Green|Image|Serif,0,Green|Illustration|Serif,1
Participant 75,19,Green|None|Sans-Serif,1,Red|Image|Handwritten,0
Participant 75,20,Green|Illustration|Serif,1,Red|None|Serif,0
Participant 75,21,Green|Illustration|Sans-Serif,1,Green|Image|Handwritten,0
Participant 75,22,Blue|Illustration|Serif,1,Green|None|Handwritten,0
Participant 75,23,Green|None|Serif,1,Red|Illustration|Handwritten,0
Participant 75,24,Red|Image|Serif,0,Green|Illustration|Serif,1
Participant 75,25,Blue|Illustration|Handwritten,1,Green|None|Sans-Serif,0
Participant 75,26,Green|Image|Serif,0,Blue|Image|Sans-Serif,1
Participant 75,27,Red|Image|Sans-Serif,0,Red|None|Handwritten,1
Participant 75,28,Blue|None|Sans-Serif,1,Red|Image|Serif,0
Participant 75,29,Red|Image|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 75,30,Red|None|Serif,1,Red|Illustration|Handwritten,0
Participant 75,31,Green|None|Handwritten,1,Red|Illustration|Serif,0
Participant 75,32,Blue|Illustration|Sans-Serif,1,Green|Image|Serif,0
Participant 75,33,Blue|Illustration|Serif,1,Green|Image|Serif,0
Participant 75,34,Red|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 74,0,Blue|Image|Sans-Serif,1,Green|Illustration|Handwritten,0
Participant 74,1,Blue|Image|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 74,2,Green|Illustration|Serif,1,Red|Image|Serif,0
Participant 74,3,Green|None|Handwritten,1,Red|None|Serif,0
Participant 74,4,Green|Image|Serif,1,Red|Image|Serif,0
Participant 74,5,Red|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 74,6,Red|None|Handwritten,0,Red|Image|Sans-Serif,1
Participant 74,7,Green|None|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 74,8,Green|Illustration|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 74,9,Red|Image|Sans-Serif,0,Green|None|Serif,1
Participant 74,10,Red|None|Handwritten,0,Green|Image|Handwritten,1
Participant 74,11,Red|Illustration|Handwritten,0,Green|None|Serif,1
Participant 74,12,Green|None|Sans-Serif,1,Blue|Image|Sans-Serif,0
Participant 74,13,Red|None|Serif,0,Green|Image|Sans-Serif,1
Participant 74,14,Blue|Illustration|Handwritten,1,Blue|Image|Serif,0
Participant 74,15,Blue|Image|Serif,1,Blue|None|Handwritten,0
Participant 74,16,Green|Image|Serif,1,Red|Image|Handwritten,0
Participant 74,17,Blue|None|Serif,1,Red|Illustration|Handwritten,0
Participant 74,18,Red|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 74,19,Green|Image|Sans-Serif,1,Green|None|Sans-Serif,0
Participant 74,20,Green|None|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 74,21,Blue|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 74,22,Blue|None|Handwritten,1,Red|Image|Handwritten,0
Participant 74,23,Red|Image|Handwritten,1,Red|None|Sans-Serif,0
Participant 74,24,Blue|Illustration|Sans-Serif,1,Blue|Image|Serif,0
Participant 74,25,Red|Illustration|Serif,0,Green|Image|Sans-Serif,1
Participant 74,26,Blue|Illustration|Sans-Serif,1,Green|Illustration|Serif,0
Participant 74,27,Blue|Illustration|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 74,28,Green|None|Serif,1,Blue|Illustration|Serif,0
Participant 74,29,Blue|Illustration|Sans-Serif,1,Blue|Illustration|Serif,0
Participant 74,30,Red|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 74,31,Red|Illustration|Handwritten,0,Green|None|Handwritten,1
Participant 74,32,Red|Illustration|Sans-Serif,1,Red|Image|Handwritten,0
Participant 74,33,Blue|None|Serif,1,Red|Illustration|Serif,0
Participant 74,34,Red|Image|Sans-Serif,0,Red|None|Serif,1
Participant 73,0,Green|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 73,1,Red|Image|Sans-Serif,0,Green|Image|Handwritten,1
Participant 73,2,Red|None|Handwritten,0,Red|Illustration|Serif,1
Participant 73,3,Blue|Image|Serif,1,Green|None|Sans-Serif,0
Participant 73,4,Green|Image|Serif,1,Red|None|Sans-Serif,0
Participant 73,5,Green|None|Handwritten,0,Red|Illustration|Handwritten,1
Participant 73,6,Blue|None|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 73,7,Blue|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 73,8,Red|Image|Serif,0,Green|Image|Sans-Serif,1
Participant 73,9,Green|None|Serif,1,Red|None|Sans-Serif,0
Participant 73,10,Red|None|Serif,0,Green|Illustration|Handwritten,1
Participant 73,11,Red|Illustration|Serif,0,Blue|Image|Sans-Serif,1
Participant 73,12,Red|None|Handwritten,1,Red|None|Serif,0
Participant 73,13,Blue|Illustration|Serif,1,Green|None|Sans-Serif,0
Participant 73,14,Red|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 73,15,Red|Illustration|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 73,16,Green|Illustration|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 73,17,Red|Image|Serif,0,Red|Image|Sans-Serif,1
Participant 73,18,Blue|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 73,19,Blue|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 73,20,Blue|None|Sans-Serif,1,Green|None|Sans-Serif,0
Participant 73,21,Blue|None|Serif,1,Green|None|Sans-Serif,0
Participant 73,22,Green|Image|Sans-Serif,1,Green|Illustration|Handwritten,0
Participant 73,23,Blue|Illustration|Serif,1,Blue|None|Sans-Serif,0
Participant 73,24,Blue|Image|Handwritten,1,Red|Illustration|Sans-Serif,0
Participant 73,25,Blue|None|Serif,0,Green|Image|Sans-Serif,1
Participant 73,26,Blue|Image|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 73,27,Green|Image|Serif,0,Blue|Image|Serif,1
Participant 73,28,Red|Illustration|Serif,1,Blue|None|Sans-Serif,0
Participant 73,29,Red|Image|Sans-Serif,0,Green|Image|Serif,1
Participant 73,30,Blue|Illustration|Handwritten,1,Green|None|Handwritten,0
Participant 73,31,Red|Illustration|Serif,0,Blue|Image|Serif,1
Participant 73,32,Blue|Illustration|Handwritten,1,Green|Illustration|Serif,0
Participant 73,33,Red|Illustration|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 73,34,Blue|Illustration|Serif,1,Red|None|Handwritten,0
Participant 72,0,Green|None|Serif,1,Blue|None|Sans-Serif,0
Participant 72,1,Red|Illustration|Sans-Serif,0,Green|Image|Serif,1
Participant 72,2,Blue|Illustration|Serif,1,Red|Image|Serif,0
Participant 72,3,Blue|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 72,4,Blue|None|Sans-Serif,1,Blue|None|Serif,0
Participant 72,5,Blue|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 72,6,Red|Illustration|Serif,0,Blue|Image|Sans-Serif,1
Participant 72,7,Blue|None|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 72,8,Blue|Image|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 72,9,Red|None|Serif,0,Red|Image|Handwritten,1
Participant 72,10,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 72,11,Blue|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 72,12,Blue|Image|Sans-Serif,1,Green|None|Serif,0
Participant 72,13,Red|None|Serif,0,Green|None|Handwritten,1
Participant 72,14,Blue|Image|Sans-Serif,1,Green|None|Handwritten,0
Participant 72,15,Blue|Illustration|Sans-Serif,1,Green|None|Handwritten,0
Participant 72,16,Blue|Image|Serif,1,Blue|Image|Handwritten,0
Participant 72,17,Blue|Illustration|Handwritten,1,Green|None|Serif,0
Participant 72,18,Green|Image|Sans-Serif,1,Blue|None|Handwritten,0
Participant 72,19,Blue|Illustration|Sans-Serif,1,Blue|None|Handwritten,0
Participant 72,20,Green|Image|Serif,1,Blue|None|Handwritten,0
Participant 72,21,Red|Image|Handwritten,1,Red|None|Sans-Serif,0
Participant 72,22,Blue|None|Serif,0,Green|None|Sans-Serif,1
Participant 72,23,Green|None|Serif,1,Red|None|Handwritten,0
Participant 72,24,Green|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 72,25,Red|None|Serif,0,Blue|Illustration|Serif,1
Participant 72,26,Red|Image|Handwritten,0,Green|None|Sans-Serif,1
Participant 72,27,Blue|None|Sans-Serif,1,Red|Image|Handwritten,0
Participant 72,28,Blue|Illustration|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 72,29,Blue|None|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 72,30,Blue|None|Handwritten,1,Red|None|Handwritten,0
Participant 72,31,Red|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 72,32,Green|None|Handwritten,0,Green|Image|Sans-Serif,1
Participant 72,33,Green|Image|Sans-Serif,1,Red|None|Serif,0
Participant 72,34,Red|Illustration|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 71,0,Blue|Image|Serif,0,Green|Image|Handwritten,1
Participant 71,1,Blue|Image|Handwritten,0,Green|None|Serif,1
Participant 71,2,Blue|Illustration|Handwritten,1,Blue|Illustration|Serif,0
Participant 71,3,Red|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 71,4,Red|Image|Handwritten,0,Blue|None|Handwritten,1
Participant 71,5,Green|Image|Handwritten,1,Green|None|Serif,0
Participant 71,6,Green|Illustration|Serif,1,Blue|None|Sans-Serif,0
Participant 71,7,Blue|Image|Serif,1,Green|None|Handwritten,0
Participant 71,8,Red|Image|Serif,1,Red|None|Handwritten,0
Participant 71,9,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 71,10,Blue|None|Sans-Serif,1,Blue|None|Serif,0
Participant 71,11,Blue|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 71,12,Green|Image|Sans-Serif,1,Green|None|Sans-Serif,0
Participant 71,13,Blue|Illustration|Sans-Serif,0,Green|Illustration|Serif,1
Participant 71,14,Red|Illustration|Sans-Serif,0,Blue|Image|Serif,1
Participant 71,15,Red|Image|Serif,0,Blue|Image|Serif,1
Participant 71,16,Blue|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 71,17,Red|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 71,18,Red|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 71,19,Red|None|Serif,0,Blue|Image|Sans-Serif,1
Participant 71,20,Blue|None|Serif,1,Red|None|Sans-Serif,0
Participant 71,21,Red|Illustration|Serif,0,Blue|Image|Handwritten,1
Participant 71,22,Blue|Illustration|Handwritten,1,Green|None|Serif,0
Participant 71,23,Red|Illustration|Sans-Serif,1,Red|None|Handwritten,0
Participant 71,24,Red|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 71,25,Blue|Illustration|Handwritten,1,Blue|None|Serif,0
Participant 71,26,Green|Illustration|Handwritten,1,Green|None|Handwritten,0
Participant 71,27,Red|Illustration|Handwritten,0,Blue|Illustration|Serif,1
Participant 71,28,Blue|Illustration|Sans-Serif,1,Blue|None|Handwritten,0
Participant 71,29,Red|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 71,30,Red|Illustration|Serif,1,Red|Image|Serif,0
Participant 71,31,Blue|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 71,32,Green|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 71,33,Green|None|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 71,34,Blue|None|Sans-Serif,0,Red|Illustration|Sans-Serif,1
Participant 70,0,Red|Image|Serif,0,Green|Illustration|Sans-Serif,1
Participant 70,1,Blue|Illustration|Serif,1,Blue|None|Serif,0
Participant 70,2,Blue|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 70,3,Green|None|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 70,4,Blue|None|Serif,1,Red|None|Sans-Serif,0
Participant 70,5,Red|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 70,6,Red|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 70,7,Blue|None|Sans-Serif,1,Red|Illustration|Serif,0
Participant 70,8,Green|Image|Handwritten,1,Green|None|Handwritten,0
Participant 70,9,Green|None|Serif,0,Green|Illustration|Serif,1
Participant 70,10,Blue|None|Handwritten,1,Red|Image|Handwritten,0
Participant 70,11,Blue|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 70,12,Red|None|Sans-Serif,0,Red|Image|Serif,1
Participant 70,13,Red|Image|Handwritten,0,Blue|None|Serif,1
Participant 70,14,Blue|Image|Serif,0,Green|Illustration|Handwritten,1
Participant 70,15,Green|Image|Serif,1,Blue|Illustration|Sans-Serif,0
Participant 70,16,Red|Illustration|Sans-Serif,1,Red|Illustration|Serif,0
Participant 70,17,Red|Image|Handwritten,0,Red|None|Sans-Serif,1
Participant 70,18,Green|Illustration|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 70,19,Green|Illustration|Sans-Serif,0,Blue|None|Handwritten,1
Participant 70,20,Blue|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 70,21,Red|None|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 70,22,Red|Image|Serif,0,Red|Image|Handwritten,1
Participant 70,23,Blue|Illustration|Sans-Serif,0,Blue|None|Serif,1
Participant 70,24,Blue|None|Handwritten,1,Blue|Illustration|Serif,0
Participant 70,25,Blue|Image|Serif,0,Green|Image|Serif,1
Participant 70,26,Green|None|Serif,1,Blue|Image|Handwritten,0
Participant 70,27,Green|Image|Handwritten,1,Red|None|Serif,0
Participant 70,28,Green|Image|Serif,0,Green|None|Sans-Serif,1
Participant 70,29,Blue|Image|Serif,1,Red|None|Serif,0
Participant 70,30,Green|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 70,31,Red|Image|Serif,0,Blue|Image|Handwritten,1
Participant 70,32,Blue|Illustration|Handwritten,0,Blue|Image|Serif,1
Participant 70,33,Red|Illustration|Handwritten,0,Red|Illustration|Sans-Serif,1
Participant 70,34,Green|Illustration|Serif,1,Red|Image|Serif,0
Participant 69,0,Red|None|Handwritten,1,Green|None|Sans-Serif,0
Participant 69,1,Blue|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 69,2,Blue|Illustration|Sans-Serif,0,Red|Illustration|Serif,1
Participant 69,3,Blue|Illustration|Handwritten,1,Green|None|Handwritten,0
Participant 69,4,Red|None|Handwritten,1,Blue|None|Handwritten,0
Participant 69,5,Red|Image|Handwritten,1,Blue|Illustration|Serif,0
Participant 69,6,Green|Image|Handwritten,1,Red|Illustration|Serif,0
Participant 69,7,Red|None|Sans-Serif,0,Blue|Image|Sans-Serif,1
Participant 69,8,Green|None|Sans-Serif,0,Red|None|Sans-Serif,1
Participant 69,9,Red|None|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 69,10,Blue|Illustration|Serif,0,Red|Illustration|Handwritten,1
Participant 69,11,Green|Illustration|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 69,12,Blue|None|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 69,13,Blue|None|Serif,0,Blue|Illustration|Serif,1
Participant 69,14,Green|None|Handwritten,1,Red|Image|Handwritten,0
Participant 69,15,Blue|Illustration|Handwritten,1,Green|None|Serif,0
Participant 69,16,Blue|Illustration|Serif,1,Green|None|Serif,0
Participant 69,17,Red|Illustration|Handwritten,1,Green|Illustration|Serif,0
Participant 69,18,Blue|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 69,19,Blue|Illustration|Serif,1,Green|Image|Handwritten,0
Participant 69,20,Red|Illustration|Serif,1,Green|None|Serif,0
Participant 69,21,Red|None|Handwritten,1,Red|None|Serif,0
Participant 69,22,Blue|None|Sans-Serif,0,Green|Image|Handwritten,1
Participant 69,23,Green|Image|Handwritten,1,Red|None|Sans-Serif,0
Participant 69,24,Blue|None|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 69,25,Red|Illustration|Sans-Serif,1,Green|Illustration|Serif,0
Participant 69,26,Green|Image|Serif,1,Green|None|Serif,0
Participant 69,27,Green|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 69,28,Red|None|Serif,0,Red|Illustration|Serif,1
Participant 69,29,Red|Illustration|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 69,30,Green|None|Handwritten,0,Blue|Image|Handwritten,1
Participant 69,31,Red|Image|Handwritten,1,Red|Image|Serif,0
Participant 69,32,Red|Image|Sans-Serif,1,Green|Image|Serif,0
Participant 69,33,Blue|Illustration|Handwritten,1,Green|Illustration|Sans-Serif,0
Participant 69,34,Blue|Image|Serif,1,Green|Image|Serif,0
Participant 68,0,Green|Illustration|Handwritten,1,Blue|Image|Serif,0
Participant 68,1,Green|Image|Handwritten,0,Red|None|Serif,1
Participant 68,2,Red|Image|Handwritten,0,Red|Image|Sans-Serif,1
Participant 68,3,Green|None|Serif,0,Red|None|Sans-Serif,1
Participant 68,4,Green|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 68,5,Red|Illustration|Serif,1,Blue|Image|Sans-Serif,0
Participant 68,6,Red|Illustration|Handwritten,0,Green|None|Handwritten,1
Participant 68,7,Blue|Illustration|Sans-Serif,1,Green|Image|Handwritten,0
Participant 68,8,Red|Image|Serif,0,Blue|Image|Sans-Serif,1
Participant 68,9,Green|Illustration|Sans-Serif,1,Blue|None|Handwritten,0
Participant 68,10,Red|None|Handwritten,1,Blue|Illustration|Sans-Serif,0
Participant 68,11,Blue|Image|Serif,0,Green|None|Handwritten,1
Participant 68,12,Green|None|Sans-Serif,1,Green|Image|Handwritten,0
Participant 68,13,Blue|Image|Handwritten,0,Blue|None|Sans-Serif,1
Participant 68,14,Green|Image|Serif,0,Blue|None|Sans-Serif,1
