Participant,Pair,Variation 1 Name,Image Rank 1 Result,Variation 2 Name,Image Rank 2 Result
Participant 152,0,Green|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 152,1,Green|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 152,2,Red|Image|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 152,3,Green|Illustration|Sans-Serif,1,Blue|Illustration|Serif,0
Participant 152,4,Red|Illustration|Serif,0,Green|Image|Serif,1
Participant 152,5,Blue|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 152,6,Green|Illustration|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 152,7,Red|None|Handwritten,0,Green|Image|Sans-Serif,1
Participant 152,8,Red|Image|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 152,9,Blue|None|Handwritten,0,Blue|Image|Serif,1
Participant 152,10,Red|Illustration|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 152,11,Green|None|Handwritten,1,Red|None|Sans-Serif,0
Participant 152,12,Red|Image|Sans-Serif,0,Green|None|Serif,1
Participant 152,13,Green|None|Handwritten,1,Blue|None|Sans-Serif,0
Participant 152,14,Green|None|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 152,15,Blue|Image|Serif,1,Blue|Illustration|Serif,0
Participant 152,16,Green|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 152,17,Green|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 152,18,Red|Image|Handwritten,0,Blue|Illustration|Serif,1
Participant 152,19,Blue|Illustration|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 152,20,Blue|None|Serif,0,Green|Image|Handwritten,1
Participant 152,21,Green|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 152,22,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 152,23,Red|Image|Handwritten,1,Red|None|Handwritten,0
Participant 152,24,Red|Illustration|Handwritten,0,Green|None|Sans-Serif,1
Participant 152,25,Green|Illustration|Serif,1,Red|Illustration|Serif,0
Participant 152,26,Blue|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 152,27,Blue|Image|Serif,1,Red|Illustration|Handwritten,0
Participant 152,28,Green|Illustration|Serif,0,Blue|None|Sans-Serif,1
Participant 152,29,Blue|None|Serif,0,Green|None|Sans-Serif,1
Participant 152,30,Red|Illustration|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 152,31,Green|Illustration|Sans-Serif,0,Green|Image|Serif,1
Participant 152,32,Blue|Illustration|Serif,0,Green|Illustration|Serif,1
Participant 152,33,Red|Illustration|Serif,1,Red|Illustration|Sans-Serif,0
Participant 152,34,Blue|None|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 151,0,Blue|Illustration|Serif,0,Green|None|Sans-Serif,1
Participant 151,1,Red|Image|Sans-Serif,0,Blue|None|Serif,1
Participant 151,2,Green|Image|Handwritten,1,Green|Image|Serif,0
Participant 151,3,Blue|Illustration|Handwritten,1,Blue|None|Sans-Serif,0
Participant 151,4,Green|Illustration|Handwritten,1,Green|Image|Handwritten,0
Participant 151,5,Green|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 151,6,Green|Illustration|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 151,7,Red|None|Serif,0,Blue|None|Serif,1
Participant 151,8,Green|Image|Sans-Serif,0,Green|Illustration|Handwritten,1
Participant 151,9,Red|None|Handwritten,1,Red|Illustration|Serif,0
Participant 151,10,Blue|Illustration|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 151,11,Green|Image|Sans-Serif,1,Red|None|Serif,0
Participant 151,12,Blue|Illustration|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 151,13,Red|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 151,14,Green|None|Serif,1,Blue|None|Serif,0
Participant 151,15,Blue|Illustration|Serif,1,Blue|None|Serif,0
Participant 151,16,Red|Image|Sans-Serif,0,Green|Image|Serif,1
Participant 151,17,Red|None|Serif,0,Blue|Image|Handwritten,1
Participant 151,18,Red|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 151,19,Blue|Image|Serif,0,Blue|Illustration|Handwritten,1
Participant 151,20,Green|Image|Sans-Serif,0,Blue|Illustration|Sans-Serif,1
Participant 151,21,Red|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 151,22,Red|Illustration|Handwritten,0,Blue|Illustration|Serif,1
Participant 151,23,Green|Illustration|Sans-Serif,1,Red|Image|Handwritten,0
Participant 151,24,Blue|None|Serif,1,Blue|Image|Handwritten,0
Participant 151,25,Blue|Illustration|Serif,1,Green|None|Serif,0
Participant 151,26,Red|Image|Sans-Serif,0,Green|None|Handwritten,1
Participant 151,27,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 151,28,Red|Image|Serif,1,Red|None|Sans-Serif,0
Participant 151,29,Red|Illustration|Handwritten,0,Blue|None|Serif,1
Participant 151,30,Green|None|Handwritten,1,Green|Image|Handwritten,0
Participant 151,31,Green|Image|Handwritten,0,Green|None|Serif,1
Participant 151,32,Red|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 151,33,Red|None|Serif,0,Blue|Image|Serif,1
Participant 151,34,Red|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 150,0,Red|None|Serif,1,Red|None|Sans-Serif,0
Participant 150,1,Green|Illustration|Serif,1,Blue|None|Serif,0
Participant 150,2,Red|None|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 150,3,Red|Illustration|Serif,1,Green|Image|Handwritten,0
Participant 150,4,Blue|Illustration|Sans-Serif,1,Red|Image|Handwritten,0
Participant 150,5,Blue|Illustration|Serif,1,Red|Illustration|Handwritten,0
Participant 150,6,Blue|None|Serif,0,Red|Illustration|Handwritten,1
Participant 150,7,Green|None|Handwritten,0,Green|Illustration|Serif,1
Participant 150,8,Green|None|Serif,1,Blue|None|Handwritten,0
Participant 150,9,Red|None|Handwritten,0,Green|Illustration|Sans-Serif,1
Participant 150,10,Blue|Image|Sans-Serif,1,Blue|None|Serif,0
Participant 150,11,Red|None|Handwritten,0,Red|Illustration|Sans-Serif,1
Participant 150,12,Red|Image|Serif,1,Blue|None|Handwritten,0
Participant 150,13,Red|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 150,14,Red|None|Serif,0,Red|Image|Sans-Serif,1
Participant 150,15,Blue|Image|Serif,0,Blue|Illustration|Serif,1
Participant 150,16,Green|None|Sans-Serif,1,Red|None|Handwritten,0
Participant 150,17,Green|None|Serif,1,Blue|Image|Serif,0
Participant 150,18,Blue|Illustration|Serif,0,Green|None|Sans-Serif,1
Participant 150,19,Green|Image|Handwritten,1,Red|None|Handwritten,0
Participant 150,20,Green|Image|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 150,21,Blue|Illustration|Serif,0,Green|Image|Serif,1
Participant 150,22,Red|Image|Sans-Serif,0,Blue|Image|Serif,1
Participant 150,23,Blue|Illustration|Handwritten,1,Red|None|Serif,0
Participant 150,24,Red|Illustration|Serif,0,Green|Image|Serif,1
Participant 150,25,Green|Illustration|Serif,1,Green|None|Serif,0
Participant 150,26,Blue|Image|Serif,1,Red|Illustration|Handwritten,0
Participant 150,27,Blue|Image|Handwritten,1,Red|Image|Serif,0
Participant 150,28,Green|Image|Handwritten,1,Green|None|Sans-Serif,0
Participant 150,29,Blue|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 150,30,Blue|Illustration|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 150,31,Red|Illustration|Sans-Serif,0,Green|Illustration|Serif,1
Participant 150,32,Green|None|Handwritten,1,Red|None|Sans-Serif,0
Participant 150,33,Blue|None|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 150,34,Blue|Image|Serif,0,Green|None|Handwritten,1
Participant 149,0,Red|Illustration|Sans-Serif,0,Red|Image|Serif,1
Participant 149,1,Blue|Illustration|Handwritten,1,Blue|None|Serif,0
Participant 149,2,Red|Image|Serif,1,Blue|None|Serif,0
Participant 149,3,Blue|Illustration|Sans-Serif,1,Blue|None|Serif,0
Participant 149,4,Red|None|Sans-Serif,0,Green|None|Serif,1
Participant 149,5,Red|Image|Serif,0,Green|Image|Serif,1
Participant 149,6,Blue|Image|Serif,1,Red|None|Serif,0
Participant 149,7,Blue|Image|Handwritten,1,Blue|None|Serif,0
Participant 149,8,Red|Image|Handwritten,1,Blue|None|Serif,0
Participant 149,9,Red|Illustration|Sans-Serif,0,Red|Image|Handwritten,1
Participant 149,10,Green|Image|Serif,1,Red|Image|Sans-Serif,0
Participant 149,11,Blue|Image|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 149,12,Green|None|Handwritten,1,Red|None|Serif,0
Participant 149,13,Green|Image|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 149,14,Green|Illustration|Serif,1,Red|None|Serif,0
Participant 149,15,Blue|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 149,16,Red|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 149,17,Red|Illustration|Sans-Serif,1,Blue|None|Handwritten,0
Participant 149,18,Green|Illustration|Sans-Serif,0,Green|Illustration|Serif,1
Participant 149,19,Red|Illustration|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 149,20,Red|None|Serif,0,Blue|Image|Handwritten,1
Participant 149,21,Green|Illustration|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 149,22,Red|Image|Sans-Serif,1,Blue|Illustration|Serif,0
Participant 149,23,Red|Image|Sans-Serif,1,Green|None|Serif,0
Participant 149,24,Green|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 149,25,Red|None|Serif,0,Red|Illustration|Handwritten,1
Participant 149,26,Red|None|Handwritten,1,Blue|None|Handwritten,0
Participant 149,27,Blue|Image|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 149,28,Blue|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 149,29,Red|Illustration|Sans-Serif,1,Red|Illustration|Serif,0
Participant 149,30,Red|Illustration|Serif,1,Blue|Image|Sans-Serif,0
Participant 149,31,Blue|Image|Serif,0,Blue|Image|Sans-Serif,1
Participant 149,32,Blue|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 149,33,Red|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 149,34,Red|Image|Serif,1,Green|None|Handwritten,0
Participant 148,0,Blue|None|Sans-Serif,1,Red|Image|Handwritten,0
Participant 148,1,Red|Illustration|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 148,2,Green|Illustration|Serif,1,Green|Illustration|Handwritten,0
Participant 148,3,Green|Illustration|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 148,4,Green|Illustration|Serif,1,Green|None|Sans-Serif,0
Participant 148,5,Blue|Image|Sans-Serif,0,Green|Image|Serif,1
Participant 148,6,Green|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 148,7,Blue|Image|Handwritten,0,Green|Illustration|Handwritten,1
Participant 148,8,Blue|Image|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 148,9,Blue|Image|Serif,1,Blue|None|Handwritten,0
Participant 148,10,Red|Image|Sans-Serif,0,Green|None|Handwritten,1
Participant 148,11,Green|None|Handwritten,0,Blue|Illustration|Serif,1
Participant 148,12,Green|None|Sans-Serif,1,Blue|None|Handwritten,0
Participant 148,13,Blue|Image|Serif,0,Blue|Image|Sans-Serif,1
Participant 148,14,Blue|Illustration|Sans-Serif,1,Red|None|Serif,0
Participant 148,15,Blue|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 148,16,Blue|None|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 148,17,Blue|Image|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 148,18,Blue|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 148,19,Green|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 148,20,Blue|Illustration|Serif,1,Blue|Image|Handwritten,0
Participant 148,21,Blue|Illustration|Serif,1,Red|None|Serif,0
Participant 148,22,Blue|Image|Sans-Serif,0,Green|Illustration|Serif,1
Participant 148,23,Green|Illustration|Serif,1,Red|Illustration|Sans-Serif,0
Participant 148,24,Red|None|Serif,0,Red|Image|Sans-Serif,1
Participant 148,25,Blue|Image|Serif,0,Green|None|Handwritten,1
Participant 148,26,Red|Image|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 148,27,Red|Image|Handwritten,0,Green|None|Handwritten,1
Participant 148,28,Red|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 148,29,Red|Illustration|Sans-Serif,0,Blue|Image|Serif,1
Participant 148,30,Red|Image|Handwritten,0,Green|Illustration|Handwritten,1
Participant 148,31,Blue|None|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 148,32,Red|Image|Serif,0,Blue|Image|Handwritten,1
Participant 148,33,Red|Image|Serif,1,Red|None|Handwritten,0
Participant 148,34,Green|Image|Serif,1,Red|None|Serif,0
Participant 147,0,Blue|Image|Serif,1,Red|Image|Handwritten,0
Participant 147,1,Blue|Image|Sans-Serif,0,Green|Image|Sans-Serif,1
Participant 147,2,Blue|Image|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 147,3,Red|None|Serif,0,Blue|None|Sans-Serif,1
Participant 147,4,Red|Image|Handwritten,0,Green|None|Sans-Serif,1
Participant 147,5,Blue|None|Handwritten,0,Green|Image|Sans-Serif,1
Participant 147,6,Red|None|Serif,1,Red|None|Handwritten,0
Participant 147,7,Red|Image|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 147,8,Green|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 147,9,Green|Illustration|Sans-Serif,0,Blue|None|Serif,1
Participant 147,10,Blue|Illustration|Sans-Serif,0,Red|Image|Serif,1
Participant 147,11,Red|Image|Serif,0,Blue|Image|Sans-Serif,1
Participant 147,12,Green|Image|Sans-Serif,1,Green|Image|Handwritten,0
Participant 147,13,Blue|Image|Serif,0,Green|Image|Handwritten,1
Participant 147,14,Red|None|Sans-Serif,0,Blue|Image|Serif,1
Participant 147,15,Red|Illustration|Handwritten,0,Red|Image|Serif,1
Participant 147,16,Red|Illustration|Handwritten,0,Blue|Image|Handwritten,1
Participant 147,17,Red|Illustration|Handwritten,0,Blue|Illustration|Handwritten,1
Participant 147,18,Blue|Illustration|Sans-Serif,0,Red|Image|Handwritten,1
Participant 147,19,Red|None|Sans-Serif,0,Green|Image|Serif,1
Participant 147,20,Red|None|Serif,0,Green|Illustration|Serif,1
Participant 147,21,Blue|Illustration|Sans-Serif,1,Green|Illustration|Serif,0
Participant 147,22,Green|Image|Serif,1,Green|Illustration|Handwritten,0
Participant 147,23,Red|None|Serif,0,Blue|Illustration|Sans-Serif,1
Participant 147,24,Green|None|Serif,0,Red|Image|Handwritten,1
Participant 147,25,Green|None|Handwritten,0,Blue|Image|Serif,1
Participant 147,26,Red|None|Serif,0,Green|Image|Handwritten,1
Participant 147,27,Blue|Image|Serif,1,Green|Illustration|Serif,0
Participant 147,28,Blue|None|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 147,29,Red|Image|Serif,1,Blue|Illustration|Serif,0
Participant 147,30,Green|Illustration|Sans-Serif,1,Red|Illustration|Serif,0
Participant 147,31,Red|Illustration|Sans-Serif,1,Red|Illustration|Handwritten,0
Participant 147,32,Red|Illustration|Serif,0,Red|Image|Sans-Serif,1
Participant 147,33,Green|None|Handwritten,0,Blue|None|Serif,1
Participant 147,34,Blue|Illustration|Sans-Serif,0,Blue|None|Serif,1
Participant 146,0,Red|Illustration|Sans-Serif,0,Red|Image|Handwritten,1
Participant 146,1,Blue|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 146,2,Red|Image|Serif,1,Red|Illustration|Sans-Serif,0
Participant 146,3,Green|Illustration|Handwritten,1,Red|Image|Serif,0
Participant 146,4,Green|None|Sans-Serif,0,Green|Illustration|Sans-Serif,1
Participant 146,5,Blue|Image|Sans-Serif,1,Blue|Illustration|Serif,0
Participant 146,6,Green|Illustration|Handwritten,1,Red|None|Serif,0
Participant 146,7,Red|Illustration|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 146,8,Green|None|Serif,0,Blue|Illustration|Handwritten,1
Participant 146,9,Red|Illustration|Sans-Serif,0,Green|None|Sans-Serif,1
Participant 146,10,Blue|Image|Sans-Serif,1,Blue|Illustration|Sans-Serif,0
Participant 146,11,Green|Image|Sans-Serif,1,Red|Image|Handwritten,0
Participant 146,12,Green|None|Sans-Serif,1,Red|Image|Handwritten,0
Participant 146,13,Blue|Illustration|Sans-Serif,0,Blue|Image|Serif,1
Participant 146,14,Blue|None|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 146,15,Blue|Image|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 146,16,Blue|Image|Handwritten,1,Blue|Image|Serif,0
Participant 146,17,Green|Illustration|Serif,1,Red|None|Handwritten,0
Participant 146,18,Blue|Illustration|Serif,0,Green|Image|Sans-Serif,1
Participant 146,19,Blue|Illustration|Handwritten,0,Green|Illustration|Serif,1
Participant 146,20,Green|None|Handwritten,0,Green|None|Sans-Serif,1
Participant 146,21,Red|Illustration|Serif,0,Blue|Illustration|Handwritten,1
Participant 146,22,Blue|Image|Serif,1,Green|None|Sans-Serif,0
Participant 146,23,Green|Image|Serif,1,Red|None|Handwritten,0
Participant 146,24,Green|Illustration|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 146,25,Blue|None|Handwritten,0,Blue|Image|Sans-Serif,1
Participant 146,26,Red|None|Handwritten,0,Green|Image|Sans-Serif,1
Participant 146,27,Red|Illustration|Serif,1,Red|None|Sans-Serif,0
Participant 146,28,Green|None|Sans-Serif,0,Green|Image|Handwritten,1
Participant 146,29,Red|Image|Serif,0,Blue|Illustration|Serif,1
Participant 146,30,Blue|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 146,31,Red|Illustration|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 146,32,Red|None|Serif,0,Red|Illustration|Sans-Serif,1
Participant 146,33,Green|Image|Handwritten,1,Blue|None|Serif,0
Participant 146,34,Green|Image|Handwritten,1,Red|Image|Serif,0
Participant 145,0,Red|Image|Serif,0,Green|Image|Handwritten,1
Participant 145,1,Green|Image|Handwritten,1,Blue|Image|Handwritten,0
Participant 145,2,Green|Illustration|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 145,3,Blue|Illustration|Handwritten,0,Blue|Image|Serif,1
Participant 145,4,Red|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 145,5,Blue|None|Handwritten,1,Blue|Illustration|Handwritten,0
Participant 145,6,Red|Image|Serif,0,Green|None|Handwritten,1
Participant 145,7,Blue|Image|Serif,0,Blue|None|Sans-Serif,1
Participant 145,8,Red|Image|Handwritten,0,Green|None|Serif,1
Participant 145,9,Blue|Illustration|Serif,0,Red|None|Sans-Serif,1
Participant 145,10,Blue|None|Sans-Serif,1,Blue|Illustration|Handwritten,0
Participant 145,11,Red|Illustration|Sans-Serif,0,Red|None|Handwritten,1
Participant 145,12,Blue|Image|Serif,0,Green|None|Serif,1
Participant 145,13,Blue|Image|Handwritten,1,Green|Illustration|Handwritten,0
Participant 145,14,Green|Illustration|Handwritten,0,Green|Image|Serif,1
Participant 145,15,Blue|None|Handwritten,1,Blue|None|Serif,0
Participant 145,16,Blue|Image|Serif,0,Green|Illustration|Handwritten,1
Participant 145,17,Green|Image|Handwritten,1,Green|Image|Serif,0
Participant 145,18,Red|None|Sans-Serif,0,Green|None|Handwritten,1
Participant 145,19,Green|None|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 145,20,Red|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 145,21,Blue|None|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 145,22,Blue|None|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 145,23,Green|Illustration|Sans-Serif,1,Red|Image|Sans-Serif,0
Participant 145,24,Green|None|Sans-Serif,1,Blue|None|Sans-Serif,0
Participant 145,25,Red|Illustration|Handwritten,0,Red|None|Serif,1
Participant 145,26,Green|None|Serif,1,Red|None|Handwritten,0
Participant 145,27,Blue|None|Serif,1,Red|Illustration|Handwritten,0
Participant 145,28,Red|None|Serif,0,Blue|None|Serif,1
Participant 145,29,Blue|Image|Serif,0,Red|None|Handwritten,1
Participant 145,30,Blue|Image|Serif,1,Red|Image|Handwritten,0
Participant 145,31,Blue|Image|Sans-Serif,1,Red|Illustration|Serif,0
Participant 145,32,Blue|None|Sans-Serif,1,Green|Image|Handwritten,0
Participant 145,33,Red|Illustration|Sans-Serif,0,Green|Image|Handwritten,1
Participant 145,34,Red|Image|Serif,0,Green|Image|Sans-Serif,1
Participant 144,0,Blue|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 144,1,Red|None|Serif,1,Red|None|Sans-Serif,0
Participant 144,2,Red|None|Handwritten,1,Blue|None|Serif,0
Participant 144,3,Blue|Illustration|Serif,0,Red|None|Serif,1
Participant 144,4,Red|None|Sans-Serif,1,Green|None|Handwritten,0
Participant 144,5,Blue|None|Handwritten,0,Red|Illustration|Serif,1
Participant 144,6,Green|Image|Handwritten,1,Blue|Illustration|Serif,0
Participant 144,7,Blue|Illustration|Handwritten,0,Red|Image|Handwritten,1
Participant 144,8,Red|None|Handwritten,1,Blue|Image|Sans-Serif,0
Participant 144,9,Blue|Illustration|Serif,0,Blue|Image|Sans-Serif,1
Participant 144,10,Green|Image|Handwritten,1,Blue|None|Handwritten,0
Participant 144,11,Blue|Illustration|Handwritten,0,Red|Illustration|Handwritten,1
Participant 144,12,Blue|Image|Handwritten,0,Blue|Illustration|Serif,1
Participant 144,13,Red|None|Handwritten,1,Blue|None|Sans-Serif,0
Participant 144,14,Red|None|Sans-Serif,1,Green|Illustration|Sans-Serif,0
Participant 144,15,Green|Illustration|Handwritten,0,Red|None|Serif,1
Participant 144,16,Blue|Illustration|Handwritten,0,Red|None|Handwritten,1
Participant 144,17,Red|None|Handwritten,1,Red|Illustration|Handwritten,0
Participant 144,18,Green|Image|Serif,1,Blue|Image|Serif,0
Participant 144,19,Blue|Image|Serif,0,Green|Image|Sans-Serif,1
Participant 144,20,Red|Image|Sans-Serif,1,Blue|Image|Sans-Serif,0
Participant 144,21,Red|None|Serif,1,Green|None|Sans-Serif,0
Participant 144,22,Blue|Illustration|Sans-Serif,0,Red|None|Handwritten,1
Participant 144,23,Green|Image|Serif,1,Green|Image|Sans-Serif,0
Participant 144,24,Green|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 144,25,Red|Illustration|Serif,1,Red|Image|Handwritten,0
Participant 144,26,Blue|Image|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 144,27,Red|Image|Serif,0,Red|Illustration|Handwritten,1
Participant 144,28,Green|Image|Handwritten,0,Red|Illustration|Serif,1
Participant 144,29,Green|None|Sans-Serif,1,Blue|None|Serif,0
Participant 144,30,Blue|None|Serif,1,Blue|Image|Sans-Serif,0
Participant 144,31,Green|Illustration|Serif,0,Red|Image|Serif,1
Participant 144,32,Green|None|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 144,33,Blue|Image|Sans-Serif,0,Green|None|Handwritten,1
Participant 144,34,Green|None|Handwritten,1,Blue|None|Sans-Serif,0
Participant 143,0,Red|Illustration|Handwritten,1,Blue|None|Sans-Serif,0
Participant 143,1,Blue|None|Serif,1,Green|None|Handwritten,0
Participant 143,2,Blue|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 143,3,Green|Illustration|Sans-Serif,1,Red|Image|Handwritten,0
Participant 143,4,Blue|Image|Serif,1,Red|None|Serif,0
Participant 143,5,Green|None|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 143,6,Green|None|Handwritten,1,Red|None|Sans-Serif,0
Participant 143,7,Red|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 143,8,Blue|Image|Sans-Serif,0,Blue|Illustration|Handwritten,1
Participant 143,9,Green|None|Handwritten,1,Red|Image|Sans-Serif,0
Participant 143,10,Red|Image|Handwritten,0,Blue|Illustration|Serif,1
Participant 143,11,Blue|None|Handwritten,1,Red|None|Serif,0
Participant 143,12,Blue|None|Sans-Serif,0,Blue|Image|Handwritten,1
Participant 143,13,Red|None|Handwritten,1,Red|None|Sans-Serif,0
Participant 143,14,Green|None|Handwritten,0,Blue|None|Handwritten,1
Participant 143,15,Blue|Image|Handwritten,1,Green|None|Serif,0
Participant 143,16,Blue|None|Serif,1,Red|Image|Serif,0
Participant 143,17,Green|Image|Handwritten,1,Green|Image|Sans-Serif,0
Participant 143,18,Green|Illustration|Serif,0,Blue|Illustration|Serif,1
Participant 143,19,Red|Image|Handwritten,1,Red|None|Serif,0
Participant 143,20,Blue|None|Serif,0,Blue|Image|Handwritten,1
Participant 143,21,Blue|Image|Handwritten,1,Green|Image|Sans-Serif,0
Participant 143,22,Blue|Image|Sans-Serif,1,Green|None|Serif,0
Participant 143,23,Green|Image|Sans-Serif,1,Green|None|Serif,0
Participant 143,24,Blue|Image|Handwritten,0,Blue|Illustration|Sans-Serif,1
Participant 143,25,Green|None|Serif,0,Green|None|Handwritten,1
Participant 143,26,Red|Image|Sans-Serif,1,Red|None|Handwritten,0
Participant 143,27,Red|Image|Serif,0,Blue|Image|Serif,1
Participant 143,28,Red|Illustration|Serif,1,Red|Image|Serif,0
Participant 143,29,Green|None|Handwritten,1,Red|Illustration|Serif,0
Participant 143,30,Red|Illustration|Handwritten,1,Red|None|Sans-Serif,0
Participant 143,31,Blue|Illustration|Sans-Serif,1,Red|Image|Serif,0
Participant 143,32,Red|Image|Handwritten,1,Blue|None|Sans-Serif,0
Participant 143,33,Green|Image|Handwritten,1,Red|Illustration|Handwritten,0
Participant 143,34,Blue|Image|Sans-Serif,1,Blue|Image|Serif,0
Participant 142,0,Blue|Illustration|Handwritten,1,Blue|None|Serif,0
Participant 142,1,Blue|Image|Handwritten,1,Red|Image|Sans-Serif,0
Participant 142,2,Blue|Illustration|Sans-Serif,1,Green|Image|Serif,0
Participant 142,3,Red|Illustration|Handwritten,0,Green|Image|Handwritten,1
Participant 142,4,Red|None|Handwritten,0,Red|Image|Serif,1
Participant 142,5,Green|Illustration|Sans-Serif,0,Blue|None|Sans-Serif,1
Participant 142,6,Green|Illustration|Sans-Serif,1,Blue|Image|Handwritten,0
Participant 142,7,Red|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 142,8,Green|Image|Sans-Serif,1,Red|None|Sans-Serif,0
Participant 142,9,Blue|None|Handwritten,1,Red|None|Serif,0
Participant 142,10,Red|Image|Handwritten,0,Green|Illustration|Handwritten,1
Participant 142,11,Blue|Image|Sans-Serif,1,Red|Illustration|Sans-Serif,0
Participant 142,12,Green|None|Serif,1,Red|Image|Handwritten,0
Participant 142,13,Red|Illustration|Sans-Serif,0,Blue|Illustration|Serif,1
Participant 142,14,Blue|Image|Sans-Serif,1,Red|Image|Serif,0
Participant 142,15,Green|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 142,16,Red|Image|Handwritten,0,Blue|Image|Handwritten,1
Participant 142,17,Blue|None|Handwritten,1,Green|None|Handwritten,0
Participant 142,18,Red|None|Handwritten,0,Blue|None|Sans-Serif,1
Participant 142,19,Blue|Illustration|Handwritten,1,Blue|None|Handwritten,0
Participant 142,20,Green|Image|Handwritten,0,Green|Image|Sans-Serif,1
Participant 142,21,Blue|Image|Serif,0,Blue|None|Handwritten,1
Participant 142,22,Red|Image|Serif,0,Green|Image|Handwritten,1
Participant 142,23,Red|Illustration|Handwritten,0,Blue|None|Handwritten,1
